age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1095.0,1,28.188906215192695,strict diet,Amateur
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1390.0,1,26.915096211069233,no diet,Expert
22.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1400.0,1,28.886245674740483,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1250.0,1,27.393132716049383,normal diet,Amateur
39.0,No or minimal sports,Beginner without coach,Single workout per day,2-4 years|,980.0,1,29.286170013135674,normal diet,Professional
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,6-12 months|2-4 years|,1215.0,1,28.613618827160494,normal diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1250.0,1,23.672448979591838,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1180.0,1,26.308256172839506,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1471.0,1,25.988177894539312,normal diet,Professional
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1070.0,1,28.47800925925926,normal diet,Professional
26.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1600.0,1,27.976530612244897,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1535.0,1,28.449117238643126,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1170.0,1,27.25752314814815,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1355.0,1,27.194009125173576,no diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,1340.0,1,27.976530612244897,no diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1425.0,1,27.061851211072664,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1175.0,1,27.454437869822485,normal diet,Amateur
28.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1330.0,1,27.31674018063432,normal diet,Amateur
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1290.0,1,27.3659169550173,no diet,Professional
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1260.0,1,27.4609375,normal diet,Expert
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1256.0,1,25.196659786076186,normal diet,Expert
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1040.0,1,24.0283203125,no diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1260.0,1,30.8935546875,normal diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1150.0,1,24.495644444444444,normal diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,920.0,1,23.74554325389379,normal diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,1-2 years|,1315.0,1,26.496726839912714,normal diet,Amateur
26.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1285.0,1,25.102162269390995,normal diet,Amateur
38.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1240.0,1,24.325259515570934,normal diet,Expert
44.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1205.0,1,27.799961419753085,normal diet,Amateur
27.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1650.0,1,29.41122448979592,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1320.0,1,27.919880624426078,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1355.0,1,27.259183673469387,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1315.0,1,25.033783783783782,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1055.0,1,23.47763074984247,strict diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1750.0,1,29.020447530864196,strict diet,Expert
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1036.0,1,30.68042055147788,no diet,Professional
31.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1055.0,1,22.707730006683004,normal diet,Amateur
36.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1325.0,1,24.40514167761306,no diet,Expert
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1120.0,1,27.472972972972972,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1320.0,1,27.307374741977856,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1195.0,1,26.496726839912714,normal diet,Amateur
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1268.0,1,26.28313379542113,normal diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1182.0,1,29.646410034602077,normal diet,Expert
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1325.0,1,31.16673875432526,normal diet,Expert
36.0,Professional sports,Advanced (Trainer/Courses),Other,Less than 6 months|4+ years|,1087.0,1,24.7456,strict diet,Expert
35.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1080.0,1,25.55921052631579,no diet,Professional
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1365.0,1,31.008191556395715,normal diet,Expert
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1255.0,1,27.194009125173576,normal diet,Expert
30.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1550.0,1,27.891291410434437,strict diet,Expert
38.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1091.0,1,25.397185465238394,normal diet,Amateur
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1020.0,1,24.950657894736842,no diet,Professional
39.0,No or minimal sports,Advanced (Trainer/Courses),Other,1-2 years|,1215.0,1,29.19031141868512,no diet,Amateur
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1155.0,1,25.537551020408163,normal diet,Expert
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,820.0,1,26.915096211069233,normal diet,Amateur
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1010.0,1,23.513427734375,normal diet,Professional
29.0,No or minimal sports,Beginner with coach,Other,2-4 years|,1175.0,1,26.153040766317666,normal diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,1245.0,1,28.47800925925926,normal diet,Expert
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1225.0,1,22.707730006683004,no diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1340.0,1,25.83983069725997,no diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1100.0,1,25.799444554651856,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1025.0,1,26.430791850451588,normal diet,Expert
40.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1245.0,1,29.834104938271604,normal diet,Professional
23.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|2-4 years|,1460.0,1,29.022330643647965,normal diet,Amateur
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1600.0,1,27.835053480953274,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1340.0,1,23.73167438271605,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1215.0,1,26.776315789473685,normal diet,Expert
28.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1425.0,1,33.44723183391003,normal diet,Professional
30.0,Recreational or educational sports,Beginner without coach,Other,2-4 years|,1215.0,1,27.799961419753085,no diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1230.0,1,27.454437869822485,normal diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,817.0,1,23.70759769886927,normal diet,Amateur
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,1135.0,1,28.645662675908422,normal diet,Expert
42.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1310.0,1,26.357270382860545,normal diet,Professional
21.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1200.0,1,24.544336441182306,normal diet,Professional
37.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1065.0,1,26.77563975401706,normal diet,Professional
33.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,4+ years|,1279.0,1,26.850694444444443,normal diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Decline to answer,2-4 years|,1395.0,1,27.454437869822485,normal diet,Professional
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,966.0,1,24.380834976988822,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1499.0,1,29.286726260752236,no diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1337.0,1,27.612056290695232,strict diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1585.0,1,31.92690311418685,normal diet,Professional
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1020.0,1,24.00289351851852,normal diet,Expert
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,1420.0,1,28.202688510817055,normal diet,Expert
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1245.0,1,29.983138266217022,normal diet,Amateur
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1555.0,1,28.170204324538783,no diet,Expert
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1215.0,1,22.918016975308642,normal diet,Professional
45.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1485.0,1,31.92690311418685,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1205.0,1,29.156057098765434,normal diet,Expert
36.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1147.0,1,25.6935553633218,normal diet,Expert
32.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1180.0,1,24.246326530612244,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1275.0,1,27.259183673469387,normal diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1315.0,1,27.3659169550173,normal diet,Amateur
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1180.0,1,25.59241884030775,normal diet,Expert
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1285.0,1,27.31674018063432,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1367.0,1,26.578449905482042,normal diet,Expert
